18,1,"Hình ảnh và video ko liên quan nhưng ốp đẹp lắm nha,nên mua!!!Lần sau sẽ ủng hộ tiếp\n"
19,1,"Chất lượng sản phẩm tuyệt vời , đóng gói sản phẩm rất đẹp và chắc chắn."
20,1,Mình đã nhận được hàng.thực sự raats đẹp ạ\n\nSản phẩm của mình là người lớn tuổi hơn thì phải ttttttthu thu hút người xem thì xem eo ôi
21,1,"ốp mỏng nên gắn voi đt k bị cộm và nặng máy, mình mua lần 2 rồi nhưng vẫn ưng ý như lần đầu, tiếp tục ủng hộ shop trong tương lai."
22,1,Sản phẩm siu cưng luôn á giá cả lại hợp lí nên mua nha mọi ngườiiii
23,1,Giao hàng nhanh\nĐóng gói cẩn thận\nGiao đủ ốp \nỐp xinh zl ạ ♥️♥️♥️♥️
24,1,giao hàng nhanh nchung ưng lắm nvien tư vấn siu nhiệt tình meeeee
25,1,"Ốp cực đẹp, màu ở ngoài nhìn đẹp hơn á. Cực kì ưng ý luôn. Shop lại giao hàng rất nhanh, đóng gói cẩn thận kỹ càng nên không bị xây xước gì cả. Nói chung là mình rất hài lòng và sẽ ủng hộ shop lần sau!!!!!"
26,1,Ok chất lượng hợp vs số tiền 🌸🎍🌼🌹🌝🌛🍁🌻🌛🍁🌸🌸🎍🍁🎍🌼🍁🌼🍁🌻🌻🌼🍁🌸🍄🌸🌸🍄🌼🍄🌼🌼🍄g
27,1,"Chất lượng sản phẩm tuyệt vời, mua nhiều lần, lần nào cx ưng ý cả .............."
28,0,"Màu ốp xinh, mình mua về thử vào điện thoại thì ốp lại không bao hết điện thoại, kiểu ốp làm không cao bằng nhau ý :( hơi thất vọng 1 xíu"
29,1,đẹp giá rẻ chất lượng ok giao hàng nhanh cho shop 5 sao shop phục vụ rất tốt rất đáng tiền đóng gói tốt chất lượng về
30,1,"Vừa rẻ vừa đẹp, giao cũng nhanh nữa.\n4 ốp lưng, 2 cường lực. Chưa tới chăm kk mà gói hàng cẩn thận, xịn sò. Ưng ghê."
31,1,"Thật sự là Shin Case hong coa gì để chê luôn á, mua tới nỗi mấy cái card visit vẫn giữ một nùi luôn, mua bak nhiêu ưng bấy nhiêu á chời ơi, ship khá ổn, đóng gói cẩn thận"
32,0,"Dùng chưa kịp fback đã chuẩn bị bẩn rùi... nhưng đây cx không phải lỗi shop, shop đóng gói cẩn thận, ship nhanh"
33,0,"Chỉ còn khoảng 58 ngày nữa là đến kỳ thi THPT quốc gia năm 2021 rồi...\ncác thí sinh chú ý ghi đầy đủ thông tin cá nhân + giới tính theo như hướng dẫn nhé......Nam thì ghi 0 nữ thì ghi 1, bede thì cũng ghi theo như trong chứng minh thư hay căn cước công dân ấy. Chứ đừng có quất 0,5 vào là toang đấy "
34,1,xĩu trc vẻ đẹp cụa cái này nunn áaa omgg xinhh lắm tr oiii giá tiền thì rẻ khỏi phảii nóiii
35,1,"Giao đủ hàng, ốp phù hợp giá tiền. Có mấy mẫu trơn dễ rớt đt. Shop nên có thêm nhiều mẫu sang chảnh nữa ạ."
36,0,Đánh giá để nhận xu ạ\nQpwieiriurururuttjtjyjyhhfjgjgkglflslakzmmxnxncbcbvnvjvjgjghfjdkskapapqoqirjjtirjwkkq
37,1,Giá siêu rẻ. Chất lượng sản phẩm tuyệt vời. Chưa lần nào thất vọng. Video klq chỉ mang tính chất nhận xu.
38,1,"shop đóng gói chắc chắn, ốp dễ thương vll á mng không mua thì hơi phí, ban đầu tưởng shop giao nhầm hay dc tặng ốp màu vàng, nhìn lại mới để ý là ốp trong :)))"
39,1,"Thời giao hàng nhanh, ốp như hình, dày dặn, chất lượng,  đáng Thời giao hàng nhanh, ốp như hình, dày dặn, chất lượng,  đáng tiền tiền"
40,1,Hàng ok đủ hàng. Hàng ok đủ hàng. Hàng ok đủ hàng. Hàng ok đủ hàng. Hàng ok đủ hàng. Hàng ok đủ hàng. Hàng ok đủ hàng. Hàng ok đủ hàng. 
41,1,Rẻ\nĐẹp\nGiao hàng cực kì nhanh\nShop gởi đúng mẫu\nỐp chất lượng so vs giá rẻ quá rẻ \nMng nên ủng hộ shop \nShop dth còn gởi bill thank you ạ\n❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️\n🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
42,0,Ylekdgmfmsgmzfb.dgdgmdgsgfnmdgngktikrjmafhmajujdumdadhmdfhdddstsfuleykdgjktutjvnvngngngncngntjmrhmvnhmhmg.fmhe
43,0,"[QC] DÙNG 4G LIỀN TAY, XEM VIDEO CỰC HAY\nSoạn ST5K gửi 191: chỉ 5.000đ/lần có ngay 500MB để truy cập Internet tốc độ cao đến 24h ngày đăng ký. ĐẶC BIỆT: TẶNG THÊM 500MB khi mua lần thứ 2 trong ngày. LH 198 (0đ). Từ chối QC, soạn TC2 gửi 199."
44,1,Ốp đẹp tuyệt vời. Mua nhiều lắm r. Tốn tiền mua ốp quá\nLại phải đánh giá kiếm xu mua ốp tiếp vậy
45,1,"Shop đóng gói hàng cẩn thận, chuẩn bị hàng nhanh. Chất lượng sản phẩm tốt . Shipper thân thiện"
46,1,"ốp ổn lắm nha , dẻo xinh cực kì, đóng gói cẩn thận, giao hàng nhanh ncl mê lắm"
47,-1,Ốp dẻo này mình thấy quá lỏng lẻo... nếu để nói chống sock thì chắc k đc đâu mà giá vậy là hợp lí rồi 
48,-1,"Hơi thất vọng vì ốp này hơi vênh và mềm quá k bám chặt máy, nma k saoo, shop ship nhanh nhéeeeeeeeee"
49,1,Ốp xinh lắm ạ\nGiao hàng nhanh cực\nĐóng gói chắc chắn\n( hình ảnh và video không liên quan)
50,0,lhxlhxucifuouxuxuxfifuxoyxoyxpufuffifigifiigigigoofifpucjcjcjcigigigigigigifigigifiufig
51,1,"Chất lượng sp tuyệt vời, đóng gói chắc chắn\n\nChất lượng sp tuyệt vời, đóng gói chắc chắn"
52,1,Ốp đẹp lắm nha mn. Hình ảnh video mang tính chất nhận \nBnnnnnnnnnnnnnnnn
53,1,"Sản phẩm chất lượng\nShop đóng gói hơi lâu nhưng giao đầy đủ, kĩ lưỡng nói chung là mua "
54,1,mình nhận được hàng rui nhé shop yêu m rất thích vì sản phẩm đúng như hình thanks shop
55,1,"Shop giao đúng - đủ số lượng, giá tốt, đóng gói cẩn thận, giao hàng siêu nhanh. Rất ưng "
56,1,Quá là xịn sò lunnnnnnnnnnnnnnnnnnnmnnnnnnn\nGiang hàng hơi lâu\nSẽ quay lại lần nữa kk
57,1,Chất lượng sp tuyệt vời\nĐóng gói chắc chắn\n\nChất lượng sp tuyệt vời\nĐóng gói chắc chắn
58,1,Shop giao hàng nhanh\nĐóng gói hàng cẩn thận\nSản phẩm chất lượng \nH/a mang tc nhận xu  
59,1,Mềm dẻo dã mannn. Mầu hồng con xịn nữa chứ. Giao hàng nhanh mặc dù hàng nc ngoaijj
60,1,Mình mua hộ bạn nên không biết chất lượng thế nào nhưng thấy giao hàng nhanh nhiệt tình nói chung là ok lắm 
61,1,Cứ mua ốp là lại tìm shop. Hàng rẻ đẹp. Shop nhiệt tình chuyên nghiệp lắmmm. 💯💯
62,1,Mua nhiều lần của shop rồi và mua hộ lên khong chụp đc các spham ảnh lấy xu ạ😁
63,1,"Ốp dẻo mỏng, đẹp. Ôm khít máy. Giá thành rẻ. Thời gian giao và nhận hàng nhanh"
64,1,Đặt shop lần thứ n rùiii\nLần nào cx giao đúng hàng đồ thì siêu đẹp mà rẻ\nSẽ tiếp tục ủng hộ shop ạ 
65,1,Mua hàng bên shop lúc nào cũng ưng hàng đẹp giá rẻ xài bền lắm shop dễ thương
66,1,"Mua nhiều lần ở shop.rồi nên cũng yên tâm. Đóng gói tốt chuẩn bị nhanh, ốp ổn"
67,1,"Ốp xinh lắm nè, giá rẻ, rất đúng form, giao hàng cũng k nhanh lắm , săn sale nên giá rất ok nè👅"
68,0,Ốp trong khá mỏng nên chắc không bảo vệ được điện thoại mấy. Ốp chống bẩn thì dùng rất thích sờ mịn
69,1,"Siêu rẻ , siêu xịn . Mình đã mua nhiều lầm rồi ạ \nBậkkajajsjsjajjsjzjzjzjjzj"
70,0,"đặt 2 cái mà có 1 cái bị lỗi, tiếc ghê nhưng không sao vẫn cho shop 5 sao vì mua của shop cũng nhiều rồi, toàn hàng tốt hết"
71,1,"ốp xinh lắm, mềm ôm máy, màu cũng xinh, hôm ý tiếc là bị hết màu trong huhu"
72,1,"ốp này mua cho mẹ, ốp trong bth thui k có gì để đánh giá, đccasi rẻ nè hihi"
73,1,"Shop chu đáo gói hàng cẩn thận , chuẩn bị hàng cũng nhanh mà giá ốp cũng ổn áp ..... lần sau sẽ lại ủng hộ shop "
74,1,okie lắm ạ giao hàng cũng nhanh ốp thì siêu yêu còn rẻ nữa sẽ ủng hộ thêm
75,1,"Vie deo và ảnh chỉ mnag tính chất lấy xu, chất lượng sản phần tuyệt vời, ship hnagf dfonsg gói cẩn thận, rẻ, nên mua "
76,1,"Ốp xinh giá cũng rẻ nữa ncl okla đó ạ, tìm mãi mới có mẫu ốp của XR hicc"
77,1,Vẫn cứ là Shin Case ạ. Không có gì để chê cả. :D Cảm ơn shop nhiều nhé ạ.
78,0,Hom nay em mac mot chiec cay rat dep ri den ton duong mon got anh ả tàn
79,1,"Giao hàng rất nhanh, sản phẩm rất chất lượng, bao bì đóng gói cẩn thận."
80,1,Chất lượng sản phẩm tuyệt vời\nGiao hàng nhanh và đóng gói rất chắc chắn
81,-1,"Bị rộng k dùng được tiếc quá huhuhu buồn dễ sợ luôn ấy, mua 3 dùng dc 2 "
82,1,Chất lượng sản phẩm tuyệt vời \nThời gian giao hàng nhanh chóng \nRất đáng tiền \n(Hình ảnh chỉ mang tính chất nhận xu thôi nha ><) 
83,1,Sp rất đẹp💜💜💜💜💜💜💜💜💜💜💜💜💜💜😍🥲🤤😓🍭😍🥲🤤😧🥲💜💜🥰🤔😒🥰🥲Mọi người nhớ ủng hộ Shop nhé 
84,1,"Shop giao nhanh, đầy đủ, chất lượng tốt, giá rẻ. \nLuôn tin tưởng shop."
85,1,Ốp lưng siêu đẹp\nNhân viên tư vấn đáng iu lắm lun\nGiao hàng siêu nhanh\n
86,-1,Mình đặt 3 cái mà nhận dc mỗi 1 sản phẩmmmmm
87,1,Chất lượng sản phẩm tuyệt vời  Đóng gói sản phẩm rất đẹp và chắc chắn 
88,1,Giao hàng nhanh. Ốp xinh dã mannn luôn mỗi tội k có hình. Giá rẻ lắm ạ
89,-1,"Vì có lẽ là ốp chống sốc rẻ nên chất liệu ko đc oke cho lắm, cx ko cứng form,"
90,1,"chất lượng sản phẩm tốt, giao hàng nhanh, đóng gói đủ số lượng!!!!!!"
91,0,Ốp hơi mỏng phì hợp với giá tiền ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😢😢❤️❤️😢❤️❤️❤️❤️❤️❤️❤️❤️❤️
92,1,"Ốp đúng như mô tả của shop, dẻo, hy vọng siêu chống shock được hihi "
93,1,Gói xinh. Sale rẻ nữa hêhee. Dễ thg nữa ah ........................
94,1,"Hàng ngon, lắp rất chuẩn, vote cho shop năm sao cho mua may bán đắt "
95,1,"Hàng ngon, lắp rất chuẩn, vote cho shop năm sao cho mua may bán đắt "
96,0,cjgng jvuggcgcg h gchi gcg jvuguvlhyxjfjfjckvgikckcifjfufkckcucuchc
97,1,Ưng lắm luôn aaa\nShop dthuong vcl \nYeu shop \nTui sẽ ủng hộ dài dài 
98,1,"Hàng giao nhanh,đóng gói kỹ,hộp có chú khủng long siêu cưng lun,danh thiếp cũg cute,đồ rẻ đẹp khỏi phải bàn rồi"
99,1,"Giao đúng và đủ sp, ốp lưng dễ thương y hình, cho shop 5 sao 👍👍👍👍"
100,1,"Mua n lần rồi, k còn gì để nhận xét nữa. Gdnskjdhsndjbdhdbdnbdbxb"
101,1,"Da nhan hang. Shop tu van nhiet tinh, can than. Boc hang ki. .tốt"
102,1,"Hàng chất lượng như ảnh, giao nhanh👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻"
103,1,Ốp xinh chắc chắn giao hàng nhanh sẽ ủng họp tiếp dkososmsmskkskskzkzkkskskxkkxkxk
104,1,"Giao hàng bọc gói cẩn thận, nhận hàng nhanh. Đúng mẫu. Ốp rất xinh, y chang ảnh ❤️❤️❤️ ốp chống sốc hơi mỏng, nhựa, dẻo, ko đc cứng cáp mà vs giá rẽ như z thì ko có gì chê cả 🥰🥰"
105,0,Ghxyidyifiycjlxgjshvkbhdychcjvydragdjvhchhchxyipdputdypix🤣🤣🤣🤣🤣🤣🤣
106,1,Sp oki. Đã nhận đc hàng. Cám ơn shop. Hình ảnh minh hoạ.........
107,1,"Giao hàng khá nhanh, chất lượng ốp khá tốt, giá rẻ quá okok luôm"
108,1,Sản phẩm tốt\nGiao hàng nhanh\nMình sẽ đánh giá thêm cho shop sau 
109,1,"Giá hợp lý, chất lượng ok, giao hàng nhanh, mua nhiều lần r nha"
110,1,"Hàng đẹp lắm , bóc hàng rất cẩn thận , mua của shop nhiều lần lắm rồi "
111,1,Sịn sò lắm ạ có cả tem bảo hành các thứ các tứ lần sau sẽ ủng hộ tiếp nha ........... .... 
112,1,Chất lượng sản phẩm tuyệt vời\nChất lượng sản phẩm tuyệt vời\nChất lượng sản phẩm tuyệt vời
113,1,Ốp xinh xĩu ạ\nĐóng gói cũng tất là cute nữa nhaaaaaaaaaaaaaaaa
114,0,Okkkkkkkkkkkkkkkkk❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
115,0,Bhkkjjhklppoiiuytrewqqasrfds\nHgvcgfxsawerrffyhhujhkolppoiydc
116,1,"Ốp đẹp, shop giao đủ hàng, giao hàng siêu nhanh luôn........"
117,1,Hàng giao đúng hạn đẹp và đúng số lượng mua của shop lần thứ n nhưng không bao giờ khát vọng tym tym
118,1,"Ốp xinh, giá thành oke,chất lượng sản phẩm tuyệt vời,sẽ ủng hộ lần sau nữa ah"
119,1,"Giá rẻ, chất lượng tốt, nên mua 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻"
120,1,Giá rẻ. Chất lượng ổn chấm 9/10 ạ. Okkkkkkkkkkkkkkkkkkkkkk
121,1,Thời gian giao hàng rất lâu sản phẩm tốt đóng gói tốt  mình có quay video lại đó ạ\n
122,1,Lầm nào mua cx ưng hết jzhshdhdhdhdhrhdhrhudhrhrurrhrhrhd
123,-1,Ok. K ố vàng nhưng ố đỏ 🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂
124,1,"giao hàng nhanh chóng, hàng chất lượng .................."
125,1,"Shop giao thiếu nhưng giải quyết rất nhanh, hoàn tiền ngay. CSKH 100 điểm\nMình mua không biết bao lần rồi. Mỗi lần mua rất nhiều luôn! "
126,1,Ốp xinh lắm luôn với giao đầy đủ nữa\nGiao hàng nhanh \nHình ảnh mang tính chất nhận xu .-.
127,1,Shop ship hàng nhanh\nMua của shop rất nhiều lần nên k phải bàn bạc về chất lượng\nLần nào mua cũng ưng lắm lắm luôn
128,0,👍👍👍👍👍👍😘👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😘👍👍👍👍👍👍😘😘😘😘😘😘😘👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
129,1,Shop giao đủ hàng! Ok shop nha\nSau cố gắng bán đồ tốt thật nhiều
130,1,Ốp đẹp ốp đẹp ốp đẹp lắmmmmmmmmmmmmmmmmmmmmmmmm!!!!!!!!!
131,0,QHT rừng Đức dưbwdhghafhtejthwhwjwthvrvrhrndvdbf dveenhbvvdvdbfv
132,1,"Hàng đẹp giá rẻ , các bạn nên mua nha mình gửi ảnh mang tính chất nhận xu"
133,1,Chất lượng sản phẩm tốt. Giao hàng nhanh. Hihihi........... Ốp siêu xinh
134,0,"Ốp xinh xắn, dễ thương, giao hàng khá nhanh, nhưng có vẻ là giao hàng nhầm thì phải "
135,0,GdjjdthFvxjoqdbcpqblbdkvowjpeqljcvjpsqcjpqsbpkxibibibi
136,0,😂🤭❔🤣🤬🤭😌😋⁉️🤭😏😌🍩🤭😡❔🤣🤭😋😀❔🤭🍩🙃☃️😋😌❔🤭❔🤭🍩😂😌😋😴❔🤣😄🐶😅❔🍩😭⁉️😂😋😌❔🥴😡
137,1,Hàng đẹp:) hdjdhdbsjdbekdbjdbdhdisvxkbxkdhdhfbhcdhhhh
138,1,"Đóng gói chắc chắn, vừa đầu hộp hàng đã thấy dễ thương. Bên trong còn có lời cảm ơn, shop chu đáo. Ốp đẹp, giáo đúng mẫu, rẻ mà chất lượng đáng mua"
139,0,Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
140,0,ọkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
141,0,Hứhdhdhdhdjskkssjxhfgdhsjkakasjshdhdhfjdjdjdjfjfxss
142,0,hsnsjdkcolaowiwhsvdbjccjcllwkwhhwshdh
143,1,"Xinh xẻo đáng yêuu :3 k có gì diễn tả được sự đáng yêu này, giá siêu rẻ mà chất lượng siêu ok, nsch là nên mua nha cả nhà ơi 🥰"
144,1,"đã nhiều lần mua hàng của shop, ốp siêu xinh và dày dặn. Shop cbi hàng siêu nhanh"
145,0,Bdjdhdkesksmdnfhrkmfnsdmjfdkkskskdnfbnbvqqqqqqqqqqqq
146,0,"Lần nào mua sp của shop cũng ưng. Bao đựng đẹp, ốp cũng ok nhưng hơi mỏng"
147,-1,"Chủ yếu lấy xu, ốp lưng tạm được:<"
148,1,"ốp đẹp lắm ạ mua lần nào cũng ưng hết, mn nên mua nha, giao hành nhanh nữa"
149,0,Hsjansbsbambsvsjamabsbsbnsnsmsmsbsbanamsbsvbs sékbdnsmabsvs s. N
150,0,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🤨🤨🤨👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
151,1,Ốp xin anh em nhé \nẢnh mang tính chất lấy xu 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
152,0,Djsnsjsjsnsnsjdjsjsjsdjjsjsxjxjxkxjxjxjxjxnznsnsjznsnsnsnsnsnsnsjsjskzkdndjzjzjxjxjxnxjdjdjdjdjdjdjrhrhdjxjzzjjzjzsjsjskskakakakkkkm
153,1,"Giao hàng cũng không nhanh lắm, ốp rẻ mua nhiều lần rồi. Ốp nào cũng đẹp. Giá sale toàn 4.5k "
154,0,Ìisidifjcicickvkvivkvovkfjdjdjdjfsnsjsvjsvjsvjsvjjvsvsjs
155,1,Sản phẩm rất chât lượng. Đặt quá trời mà giao không sai lệch cái gì hết. Ưng lắm luôn
156,0,"[TB] Để đảm bảo an toàn phòng cháy, chữa cháy và thoát nạn, Bộ Công an khuyến cáo cá nhân, hộ gia đình: Không sắp xếp hàng hóa, vật dụng dễ cháy gần nguồn lửa, nguồn nhiệt; cẩn trọng khi đun nấu, thắp hương, đốt vàng mã, sạc các thiết bị điện, điện tử; ngắt các thiết bị điện khi không sử dụng; không"
157,0,Sản phẩm này mỏng so với đợt đầu mình mua nhưng với giá này thì khá ok
158,1,"Lúc nào mua của shop cũng ưng ý hết, giá rẻ mà ship cũng nhanh, mãi ủng hộ 🥰🥰🥰"
159,0,ih ohvohvohvihbuvyvyvyvrcrxrxtvuninvhubybububububub
160,1,Ưng hết sức . Shop thật có tâm còn có cả hoá đơn và thiệp cảm ơn nữa . Chúc shop làm ăn phát đạt sẽ quay lại mua tiếp 🥰🥰🥰
161,1,"Giao hàng khá nhanh, đủ hàng, ốp chất lượng oke ổn với giá tiền. Sẽ ủng hộ những lần tới"
162,0,"phần 4 cạnh hơi mỏng shop ạ, các phần rìa máy không khít, shop nhiệt tình và đủ hàng"
163,1,"Shop giao hàng nhanh, ốp cute xỉu, giá rẻ, chất lượng ok, phục vụ tốt. Hài lòng với dvu 😁"
164,0,Vghhjbbvvcnnn. Bnhgfgjjjbbbhhhdssgkn cfhjkkmmncxdasdfg
165,1,Chất lượng sản phẩm tuyệt vời. Đã sử dụng thử. Rất đáng tiền..
166,0,Vivdvkhsjheisbstjsvgsksbgsksvsjbshsjevhsksvfsishvshshsvskdhegsbbsnd
167,1,Ốp đẹpppppppppp mua mãi hong chánnnnn gjcjhdhncb hfhfbchch
168,0,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
169,1,Ảnh kh lquan nhưng mà chất lượng lúc nào cũng ok nhé kkk mua ở đây rất nhiều rồi thấy rất ưng ah
170,0,Gâhggsjsjhsfwjwbhexhvejjgsyebsubsyfeybwibwycwtvuwhwucsycyeveuve
171,0,Óhchgibuwgyaguwhufwyhwijwoguwfywuwbiwbuevuevueveuvebeiebievue
172,1,mình thường xuyên mua hàng bên shop. Vì giá rẻ và mẫu phong Phú
173,1,"Hài lòng từ chất lượng đến khâu đóng gói vận chuyển luôn, giao hàng phải gọi là siêu tốccc"
174,0,"Thức khuya dậy sớm kiếm tiền \nĂn no, mặc đẹp chẳng phiền tới ai 😜"
175,0,Dmsnsmsksndnsjskskssksksjsksksksksksksksksjdjdksjskskskskđjjskssjsjsksndksjskksskksskskzksksjsjsjsksksksksksksksksksdkkssksksk
176,1,ảnh và video minh hoạ sản phẩm tốt sản phẩm tốt sản phẩm tốt sản phẩm tốt sản phẩm tốt sản phẩm tốt sản phẩm tốt sản phẩm tốt sản phẩm tốt sản phẩm tốt sản phẩm tốt sản phẩm tốt 
177,1,Giao hàng nhanh lắm luôn\nChất lượng của shop thì mình khỏi bàn rồi mà giá cả lại hợp lý
178,1,"ốp xinh, chất lượng khỏi bàn nha, giá sale nữa nên nên lần mình mua gần chục ốp "
179,0,Dmdnsjskzndndjsksjsjssnsjsksjsksksksnsksosjdjđksjskskskskdjsjsksjsjsksndksaoznsnsĩznskskxndksodndjsksjdjsskksdnjdksskskzkzkzk
180,0,"Trên đời này không có lỗi lầm nào là không thể tha thứ, chỉ có những lỗi lầm lặp lại quá nhiều lần và không biết tha thứ như thế nào. \n\nCó những chuyện, cho người khác cơ hội cũng chính là cho bản thân thêm một cơ hội, nhưng cũng có những chuyện cho đối phương cơ hội, cũng chính là cho bản thân mình"
181,0,Xtôđglgxlggdlgdlggstôtxôttxcyydgdlgdgxhcfyfydfyfyd
182,1,"Shop giao hàng nhanh lắm ạ, đóng gói hàng cẩn thận, ốp siu ưng luôn ạ, sẽ ủng hộ shop lần sau nữa ạ❤️❤️"
